"gp_c","gp_Ea","gp_Eh","gp_Th","r_c","r_Ea","r_Eh","r_Th"
0.0678933822736595,0.613517636,2.96183659,300.374712493,0.0176534312393709,1.065897597,2.0649733,302.50606175
0.0354599761828052,0.807121282,7.613046821,303.6069767,0.0350852908656053,0.4803563,3.97950355,316.0156938
0.112653115052571,0.73021921917,7.33161349,311.86537842,0.0210038026306772,1.062037738,2.56503837,309.17763848
0.22454428393882,0.801643662,4.55402214,302.18421299,0.126492756287947,0.82800006,1.51827209,305.83807841
0.149839511049848,0.856469907,3.3862255,306.43357958,0.0239262647960922,0.884646709,2.35544341,304.70924161
0.087452878684287,0.681192415,4.5714226,308.5516396,0.0202540562874034,0.903720216,3.61002252,311.20492137
0.148318264245609,0.714998761,4.43230818,306.603980336,0.0248547082148371,0.75351441,2.352038307,306.7052907005
0.386636648404541,0.914761629,6.1866586,302.93093403,0.0676249304690583,1.263307025,2.87872178,304.58233287
0.0861577996855615,0.841642654,5.75072156,306.214769985,0.0168242267988358,1.512545206,1.65596105,303.170499102
0.1263073003037,0.844332268,7.76290179,306.50989256,0.0198478083008564,1.02232436,3.63666666,306.58795673
0.0801413527565165,0.783600741,4.5966043462,300.7096935,0.0164362197764455,1.225720202,2.70128866,303.45383583
0.353275953318582,0.908006744,1.6335703,301.2355111,0.127594779744703,1.020150789,3.78896076,307.838074023
0.160498375493358,0.926265517,8.87051191,307.24932277,0.0423305542916681,1.279817214,2.47624021,306.05700087
0.270923815836304,0.8204411053,7.56724305,307.36781102,0.104881256420285,1.13392101,1.56424812,305.883085373
0.155946423316588,0.823321204,7.302162584,307.06790645,0.0335247130545306,1.33874828,2.904537077,306.62429818
0.123421180775799,0.797569113,5.97318948,306.444506,0.0158566135026198,1.0567938,4.08857202,307.508326757
0.0872675807177437,0.536846973,6.8206492,312.32130377,0.0083285904567221,0.874373468,3.14342482,311.12463493
0.194077549519934,0.830956787,1.8426019,303.65522118,0.059129188100378,1.08239876,3.03958587,307.0105553
0.359905925405362,0.59044315,6.4030939,311.62697591,0.0526653976587814,0.72885808,3.17518016,312.83648906
0.110593050102634,0.711635586,6.219849,306.82185473,0.029588335685354,1.149587473,1.98584843,305.040548826
0.332490522184755,0.830068543,12.0151845,303.37183713,0.111072796311651,1.0785736677,2.921524681,307.023898011
0.0700636838665569,0.630740558,5.3439932,312.1234938,0.0146722460730424,0.851671402,2.460510437,308.9046346509
0.39809267461969,0.7177235839023,3.799517,312.32882245,0.125066163964484,0.940451897,2.08055784,309.815137045
0.0488908705817916,0.746410603,5.93593907,304.84803493,0.036841468110437,0.806936679,3.95625772,313.49043537
0.362257005179024,0.570310053,8.950572274,313.581630266,0.0434770837519847,0.967889342,3.33625516,312.98751635
0.394822113929036,0.505344936,3.97534028,311.69895334,0.0617458538412243,0.844911913,3.38667817,312.80318987
0.102980221660996,0.62391575,4.9678395,306.01695896,0.0120571097776396,1.05407273,3.79852579,305.866969019
0.642246996198729,0.47918861,7.78838277,313.6987464,0.0756940970335461,0.42686664,3.36042945,313.467338103
0.290837528219593,0.692873125,11.08998881,309.2486756,0.0877635160006409,1.103604931,2.45590103,304.6081198
0.531068873966348,0.827176617,7.5184072,303.3237699,0.0832518305312467,1.149247008,2.03585416,305.72653
0.0924681109859678,0.896972243,4.37265969,306.41147043,0.0200102039707033,1.077493766,3.78151274,307.405992654
0.0917172881541568,0.637683639,5.23116267,307.77434326,0.0206713089544863,1.3105839677,3.7692635,307.410483764
0.0555684774967875,0.689447446,4.9891891,309.82619662,0.0120683967864973,1.118091128,2.72040405,306.81902174
0.105175781401149,0.9072027605,5.310237395,307.1107063,0.0316422210820108,1.44701409,3.21753978,306.30275291
0.0459194396403194,0.845237298,1.56045853,302.05807067,0.016908616383542,0.916387252,1.926357179,305.98963232
0.146703761998566,0.621904931,8.21851241,309.2574453,0.0242023280508044,1.014812852,2.58709919,307.70117257
0.0689252620583298,0.807053717,1.5283297,300.9025956,0.0120017875234514,1.175525885,1.69992548,302.02718128
0.122249464622842,0.7036215049,6.79589852,306.57458685,0.0167022768588405,0.811572646,2.27059402,306.3503439
0.0643397006376951,0.86886334,6.02060941,307.09220251,0.0209619065774825,0.9737537553,2.12407856,305.751318179
0.0206132717690478,0.672844255,8.736674078,303.79258579,0.0179198097700912,0.48760528,5.9292235,318.6899908
0.153391544218974,0.842034007,9.76010448,306.0144619,0.0331758671648245,1.07306532,3.057526686,306.89283165
0.0346863125796302,0.855926092,1.8921711,301.3149641,0.0139429305468727,0.923969747,2.07146537,305.3309543974
0.29514033614896,0.7518003325,6.0480956,312.3769326,0.150498625157657,0.891336946,2.96328692,312.880869127
0.0961182417999855,0.606115294,5.52839351,306.66185355,0.0123210532926245,0.998127863,2.897851294,305.57997946
0.197936020360027,0.904309005,2.2975249,311.428741,0.106863270228114,1.00523879,3.55679867,312.18624319
0.147305096007295,0.800820881,10.13512137,309.72063664,0.0498213216000475,1.219101285,3.54122298,306.78237172
0.156779321178806,0.829866932,7.0660374,306.23225747,0.0553502546010372,0.968785585,3.09446871,308.07312518
0.0576373853850237,0.705770131,3.30812373,301.912816079,0.00724602265472146,1.253372633,2.817536201,303.885304457
0.317349597355987,0.574435576,7.02480511,311.493792,0.147111274378261,0.585066365,2.02943943,310.94910866
0.443767123840814,0.569355532,4.0026469,302.55857107,0.0661428249942097,1.35415395,2.97303691,302.639690147
0.294265537646397,0.698236143,7.4016606,312.89335429,0.0446956725951903,1.250480088,3.300234338,310.766552915
0.059334415782458,1.022138965,7.8466094318,302.377511303,0.018219998854879,1.390339187,3.61901643,304.586445432
0.0649641545280874,0.708548347,1.7906454,310.2529467,0.0114959213699903,0.7976957117,1.58710679,305.80556703
0.0543534114073589,0.948332869,7.6116968,303.10126925,0.0386681558083712,0.91813823,4.13932786,314.81214394
0.464961887555549,0.70170864,9.21929613,304.5720251,0.0752690380507068,1.329447286,2.739149376,303.91392648
0.26828568430995,0.8796484762,7.66508376,309.9788665,0.0680446378634225,0.904853403,3.089325813,312.56587423
0.0809195206865749,0.855374654,6.15324671,307.199335695,0.0506101585996473,1.288795236,3.05368617,305.3914368
0.287269298750512,1.1116575596,1.9414961,304.20653981,0.200868145242411,1.15074687,1.76157316,306.58403844
0.0376863201922376,1.017444707,3.8371315,304.3575387,0.0150432243268968,1.302912617,2.692354458,308.23772433
0.024789113102425,0.713093276,3.3035257,302.0345965,0.0125477822771956,0.9232162656,3.35072804,307.85094958
0.125229794924296,0.7361798841,5.5180811,306.17767887,0.031234710703913,0.870395659,1.63485016,305.58796222
0.34216852333348,0.589090259,2.5020207,313.15454225,0.0469354526054543,0.890052897,1.992900195,311.7306343
0.059282120957444,0.873330095,7.8380343,302.01076213,0.0119738430994672,1.391148896,3.67675743,305.33385783
0.231780257293533,0.836969773,11.0226067,307.63904787,0.0629312171687974,1.071446139,3.12393204,307.4721154795
0.0580248770348057,0.743156184,4.599879125,301.61636777,0.0132923984800592,1.13416415,2.47475444,302.82471062
0.142938361515373,0.782547542,4.04304125,306.901150063,0.0227070896698248,1.006913942,2.292610902,306.29091896053
0.144463914393117,0.7833748883,7.210070127,306.00840564,0.0322760209469977,0.947914634,2.58004274,304.2120286
0.0579238061006486,0.700916414,4.05412857,302.4314786,0.0207046101696112,0.81596932,1.69177665,304.15425475
0.0321312581022318,0.541526012,8.31021649,305.33492169,0.0242794921354731,0.733264664,4.77581417,315.45440104
0.0242370753242645,0.639841465,2.110283,300.69205986,0.00815559707313066,0.971376495,3.2754609,306.862910228
0.0743645855603677,0.749548504,5.829073969,306.49527138,0.00856348299197975,1.376393041,3.71606799,306.791545084
0.123083337793721,0.89515098,7.7826715,311.82388158,0.0191471346726418,1.282036675,2.73438497,309.8564283
0.127539669683946,0.669641481,5.71181731,305.65493793,0.0172768231153425,0.9964961784,2.8934177205,304.10668758
0.243875247884153,0.710506815,6.40838604,310.94422873,0.0403906863695331,1.170574173,3.088116507,310.49981025
0.121009917976083,0.72979512,2.1021553,301.10117089,0.0153790047140387,1.288234956,1.66824098,301.020950974
0.213687530254438,0.863057529,9.48993964,307.51039996,0.0466367309742463,1.283216521,3.3934141869,305.23448254
0.36220963954986,0.8940398186,4.211193,303.378090232,0.28743627945156,0.931701149,1.51298575,306.943808184
0.0402872229373926,0.806758216,4.81145588,303.92154712,0.0431552159054589,0.675541534,4.16586381,314.7729296171
0.191723582262369,0.674268903,7.298282232,307.54489609,0.024864155594349,0.87978625,3.093079634,308.83812498
0.369620498294124,0.5904794842,2.5412908,307.29966565,0.0861241154705033,1.247611112,1.37996534,305.63437854
0.0505170467123769,0.995468029,3.51012135,303.5633683,0.036594920586336,0.814875499,3.8278184,315.39231287
